index,category_name,question,answer
802,present_to_gerund,ski,skiing
803,present_to_gerund,skate,skating
804,present_to_gerund,fish,fishing
805,present_to_gerund,hunt,hunting
806,present_to_gerund,camp,camping
807,present_to_gerund,travel,traveling
808,present_to_gerund,explore,exploring
809,present_to_gerund,laugh,laughing
810,present_to_gerund,smile,smiling
811,present_to_gerund,cry,crying
812,present_to_gerund,shout,shouting
813,present_to_gerund,whisper,whispering
814,present_to_gerund,love,loving
815,present_to_gerund,hate,hating
816,present_to_gerund,help,helping
817,present_to_gerund,share,sharing
818,present_to_gerund,care,caring
819,present_to_gerund,meet,meeting
820,present_to_gerund,see,seeing
821,present_to_gerund,hear,hearing
822,present_to_gerund,feel,feeling
823,present_to_gerund,smell,smelling
824,present_to_gerund,taste,tasting
825,present_to_gerund,touch,touching
826,present_to_gerund,hold,holding
827,present_to_gerund,carry,carrying
828,present_to_gerund,throw,throwing
829,present_to_gerund,catch,catching
830,present_to_gerund,push,pushing
831,present_to_gerund,pull,pulling
832,present_to_gerund,open,opening
833,present_to_gerund,close,closing
834,present_to_gerund,start,starting
835,present_to_gerund,stop,stopping
836,present_to_gerund,begin,beginning
837,present_to_gerund,end,ending
838,present_to_gerund,finish,finishing
839,present_to_gerund,stand,standing
840,present_to_gerund,sit,sitting
841,present_to_gerund,lie,lying
842,present_to_gerund,kneel,kneeling
843,present_to_gerund,bend,bending
844,present_to_gerund,stretch,stretching
845,present_to_gerund,relax,relaxing
846,present_to_gerund,rest,resting
847,present_to_gerund,wait,waiting
848,present_to_gerund,move,moving
849,present_to_gerund,live,living
850,present_to_gerund,give,giving
851,present_to_gerund,take,taking
852,present_to_gerund,make,making
853,present_to_gerund,come,coming
854,present_to_gerund,leave,leaving
855,present_to_gerund,arrive,arriving
856,present_to_gerund,believe,believing
857,present_to_gerund,achieve,achieving
858,present_to_gerund,receive,receiving
859,present_to_gerund,decide,deciding
860,present_to_gerund,hope,hoping
861,present_to_gerund,change,changing
862,present_to_gerund,manage,managing
863,present_to_gerund,improve,improving
864,present_to_gerund,practice,practicing
865,present_to_gerund,notice,noticing
866,present_to_gerund,realize,realizing
867,present_to_gerund,organize,organizing
868,present_to_gerund,recognize,recognizing
869,present_to_gerund,apologize,apologizing
870,present_to_gerund,criticize,criticizing
871,present_to_gerund,advertise,advertising
872,present_to_gerund,exercise,exercising
873,present_to_gerund,surprise,surprising
874,present_to_gerund,promise,promising
875,present_to_gerund,imagine,imagining
876,present_to_gerund,examine,examining
877,present_to_gerund,determine,determining
878,present_to_gerund,continue,continuing
879,present_to_gerund,argue,arguing
880,present_to_gerund,issue,issuing
881,present_to_gerund,rescue,rescuing
882,present_to_gerund,pursue,pursuing
883,present_to_gerund,value,valuing
884,present_to_gerund,invite,inviting
885,present_to_gerund,excite,exciting
886,present_to_gerund,unite,uniting
887,present_to_gerund,compete,competing
888,present_to_gerund,complete,completing
889,present_to_gerund,delete,deleting
890,present_to_gerund,greet,greeting
891,present_to_gerund,repeat,repeating
892,present_to_gerund,defeat,defeating
893,present_to_gerund,treat,treating
894,present_to_gerund,relate,relating
895,present_to_gerund,celebrate,celebrating
896,present_to_gerund,demonstrate,demonstrating
897,present_to_gerund,hesitate,hesitating
898,present_to_gerund,appreciate,appreciating
899,present_to_gerund,communicate,communicating
900,present_to_gerund,educate,educating
901,present_to_gerund,investigate,investigating
902,present_to_gerund,concentrate,concentrating
903,present_to_gerund,cooperate,cooperating
904,present_to_gerund,decorate,decorating
905,present_to_gerund,operate,operating
906,present_to_gerund,separate,separating
907,present_to_gerund,participate,participating
908,present_to_gerund,navigate,navigating
909,present_to_gerund,motivate,motivating
910,present_to_gerund,activate,activating
911,present_to_gerund,illustrate,illustrating
912,present_to_gerund,calculate,calculating
913,present_to_gerund,translate,translating
914,present_to_gerund,accelerate,accelerating
915,present_to_gerund,dominate,dominating
916,present_to_gerund,eliminate,eliminating
917,present_to_gerund,fascinate,fascinating
918,present_to_gerund,generate,generating
919,present_to_gerund,imitate,imitating
920,present_to_gerund,irritate,irritating
921,present_to_gerund,meditate,meditating
922,present_to_gerund,negotiate,negotiating
923,present_to_gerund,penetrate,penetrating
924,present_to_gerund,radiate,radiating
925,present_to_gerund,rotate,rotating
926,present_to_gerund,stimulate,stimulating
927,present_to_gerund,tolerate,tolerating
928,present_to_gerund,validate,validating
929,present_to_gerund,vibrate,vibrating
930,present_to_gerund,anticipate,anticipating
931,present_to_gerund,appreciate,appreciating
932,present_to_gerund,contemplate,contemplating
933,present_to_gerund,coordinate,coordinating
934,present_to_gerund,cultivate,cultivating
935,present_to_gerund,dedicate,dedicating
936,present_to_gerund,designate,designating
937,present_to_gerund,deviate,deviating
938,present_to_gerund,escalate,escalating
939,present_to_gerund,evaluate,evaluating
940,present_to_gerund,evaporate,evaporating
941,present_to_gerund,exaggerate,exaggerating
942,present_to_gerund,hibernate,hibernating
943,present_to_gerund,incorporate,incorporating
944,present_to_gerund,innovate,innovating
945,present_to_gerund,integrate,integrating
946,present_to_gerund,initiate,initiating
947,present_to_gerund,terminate,terminating
948,singular_to_plural,child,children
949,singular_to_plural,mouse,mice
950,singular_to_plural,foot,feet
951,singular_to_plural,tooth,teeth
952,singular_to_plural,woman,women
953,singular_to_plural,man,men
954,singular_to_plural,person,people
955,singular_to_plural,bird,birds
956,singular_to_plural,sheep,sheep
957,singular_to_plural,deer,deer
958,singular_to_plural,goose,geese
959,singular_to_plural,ox,oxen
960,singular_to_plural,computer,computers
961,singular_to_plural,phone,phones
962,singular_to_plural,pen,pens
963,singular_to_plural,pencil,pencils
964,singular_to_plural,paper,papers
965,singular_to_plural,cup,cups
966,singular_to_plural,glass,glasses
967,singular_to_plural,plate,plates
968,singular_to_plural,knife,knives
969,singular_to_plural,fork,forks
970,singular_to_plural,spoon,spoons
971,singular_to_plural,apple,apples
972,singular_to_plural,orange,oranges
973,singular_to_plural,banana,bananas
974,singular_to_plural,potato,potatoes
975,singular_to_plural,tomato,tomatoes
976,singular_to_plural,box,boxes
977,singular_to_plural,brush,brushes
978,singular_to_plural,watch,watches
979,singular_to_plural,beach,beaches
980,singular_to_plural,class,classes
981,singular_to_plural,bus,buses
982,singular_to_plural,kiss,kisses
983,singular_to_plural,dish,dishes
984,singular_to_plural,fox,foxes
985,singular_to_plural,church,churches
986,singular_to_plural,baby,babies
987,singular_to_plural,lady,ladies
988,singular_to_plural,story,stories
989,singular_to_plural,party,parties
990,singular_to_plural,library,libraries
991,singular_to_plural,berry,berries
992,singular_to_plural,butterfly,butterflies
993,singular_to_plural,leaf,leaves
994,singular_to_plural,wolf,wolves
995,singular_to_plural,life,lives
996,singular_to_plural,wife,wives
997,singular_to_plural,half,halves
998,singular_to_plural,loaf,loaves
999,singular_to_plural,shelf,shelves
1000,singular_to_plural,thief,thieves
1001,singular_to_plural,scarf,scarves
1002,singular_to_plural,calf,calves
1003,singular_to_plural,hero,heroes
1004,singular_to_plural,echo,echoes
1005,singular_to_plural,cargo,cargoes
1006,singular_to_plural,mosquito,mosquitoes
1007,singular_to_plural,volcano,volcanoes
1008,singular_to_plural,piano,pianos
1009,singular_to_plural,photo,photos
1010,singular_to_plural,video,videos
1011,singular_to_plural,radio,radios
1012,singular_to_plural,studio,studios
1013,singular_to_plural,tree,trees
1014,singular_to_plural,key,keys
1015,singular_to_plural,boy,boys
1016,singular_to_plural,toy,toys
1017,singular_to_plural,day,days
1018,singular_to_plural,way,ways
1019,singular_to_plural,eye,eyes
1020,singular_to_plural,guy,guys
1021,singular_to_plural,ray,rays
1022,singular_to_plural,bay,bays
1023,singular_to_plural,arm,arms
1024,singular_to_plural,leg,legs
1025,singular_to_plural,ear,ears
1026,singular_to_plural,hand,hands
1027,singular_to_plural,finger,fingers
1028,singular_to_plural,toe,toes
1029,singular_to_plural,nose,noses
1030,singular_to_plural,bone,bones
1031,singular_to_plural,muscle,muscles
1032,singular_to_plural,nerve,nerves
1033,singular_to_plural,vein,veins
1034,singular_to_plural,artery,arteries
1035,singular_to_plural,lung,lungs
1036,singular_to_plural,kidney,kidneys
1037,singular_to_plural,liver,livers
1038,singular_to_plural,brain,brains
1039,singular_to_plural,heart,hearts
1040,singular_to_plural,stomach,stomachs
1041,singular_to_plural,teacher,teachers
1042,singular_to_plural,student,students
1043,singular_to_plural,doctor,doctors
1044,singular_to_plural,nurse,nurses
1045,singular_to_plural,farmer,farmers
1046,singular_to_plural,worker,workers
1047,singular_to_plural,driver,drivers
1048,singular_to_plural,pilot,pilots
1049,singular_to_plural,singer,singers
1050,singular_to_plural,dancer,dancers
1051,singular_to_plural,writer,writers
1052,singular_to_plural,painter,painters
1053,singular_to_plural,player,players
1054,singular_to_plural,swimmer,swimmers
1055,singular_to_plural,runner,runners
1056,singular_to_plural,builder,builders
1057,singular_to_plural,soldier,soldiers
1058,singular_to_plural,sailor,sailors
1059,singular_to_plural,officer,officers
1060,singular_to_plural,lawyer,lawyers
1061,singular_to_plural,engineer,engineers
1062,singular_to_plural,scientist,scientists
1063,singular_to_plural,musician,musicians
1064,singular_to_plural,artist,artists
1065,singular_to_plural,actor,actors
1066,singular_to_plural,actress,actresses
1067,singular_to_plural,chef,chefs
1068,singular_to_plural,baker,bakers
1069,singular_to_plural,butcher,butchers
1070,singular_to_plural,tailor,tailors
1071,singular_to_plural,clerk,clerks
1072,singular_to_plural,manager,managers
1073,singular_to_plural,director,directors
1074,singular_to_plural,president,presidents
1075,singular_to_plural,king,kings
1076,singular_to_plural,queen,queens
1077,singular_to_plural,prince,princes
1078,singular_to_plural,princess,princesses
1079,singular_to_plural,emperor,emperors
1080,singular_to_plural,empress,empresses
1081,singular_to_plural,duke,dukes
1082,singular_to_plural,duchess,duchesses
1083,singular_to_plural,lord,lords
1084,singular_to_plural,knight,knights
1085,singular_to_plural,heroine,heroines
1086,singular_to_plural,villain,villains
1087,singular_to_plural,self,selves
1088,singular_to_plural,elf,elves
1089,singular_to_plural,wharf,wharves
1090,singular_to_plural,belief,beliefs
1091,singular_to_plural,chief,chiefs
1092,singular_to_plural,cliff,cliffs
1093,singular_to_plural,proof,proofs
1094,singular_to_plural,roof,roofs
1095,singular_to_plural,safe,safes
1096,singular_to_plural,grief,griefs
1097,singular_to_plural,reef,reefs
1098,singular_to_plural,gulf,gulfs
1099,singular_to_plural,dwarf,dwarves
1100,singular_to_plural,hoof,hooves
1101,singular_to_plural,datum,data
1102,singular_to_plural,medium,media
1103,singular_to_plural,curriculum,curricula
1104,singular_to_plural,phenomenon,phenomena
1105,singular_to_plural,criterion,criteria
1106,singular_to_plural,analysis,analyses
1107,singular_to_plural,basis,bases
1108,singular_to_plural,crisis,crises
1109,singular_to_plural,thesis,theses
1110,singular_to_plural,oasis,oases
1111,singular_to_plural,axis,axes
1112,singular_to_plural,parenthesis,parentheses
1113,country_to_capital,Afghanistan,Kabul
1114,country_to_capital,Albania,Tirana
1115,country_to_capital,Algeria,Algiers
1116,country_to_capital,Andorra,Andorra la Vella
1117,country_to_capital,Angola,Luanda
1118,country_to_capital,Antigua and Barbuda,Saint John's
1119,country_to_capital,Argentina,Buenos Aires
1120,country_to_capital,Armenia,Yerevan
1121,country_to_capital,Australia,Canberra
1122,country_to_capital,Austria,Vienna
1123,country_to_capital,Azerbaijan,Baku
1124,country_to_capital,Bahamas,Nassau
1125,country_to_capital,Bahrain,Manama
1126,country_to_capital,Bangladesh,Dhaka
1127,country_to_capital,Barbados,Bridgetown
1128,country_to_capital,Belgium,Brussels
1129,country_to_capital,Belize,Belmopan
1130,country_to_capital,Benin,Porto-Novo
1131,country_to_capital,Bhutan,Thimphu
1132,country_to_capital,Bolivia,La Paz
1133,country_to_capital,Bosnia and Herzegovina,Sarajevo
1134,country_to_capital,Botswana,Gaborone
1135,country_to_capital,Brazil,Brasília
1136,country_to_capital,Brunei,Bandar Seri Begawan
1137,country_to_capital,Bulgaria,Sofia
1138,country_to_capital,Burkina Faso,Ouagadougou
1139,country_to_capital,Burundi,Gitega
1140,country_to_capital,Cameroon,Yaoundé
1141,country_to_capital,Canada,Ottawa
1142,country_to_capital,Cape Verde,Praia
1143,country_to_capital,Central African Republic,Bangui
1144,country_to_capital,Chad,N'Djamena
1145,country_to_capital,China,Beijing
1146,country_to_capital,Comoros,Moroni
1147,country_to_capital,Congo,Brazzaville
1148,country_to_capital,Costa Rica,San José
1149,country_to_capital,Croatia,Zagreb
1150,country_to_capital,Cuba,Havana
1151,country_to_capital,Cyprus,Nicosia
1152,country_to_capital,Czech Republic,Prague
1153,country_to_capital,DR Congo,Kinshasa
1154,country_to_capital,Denmark,Copenhagen
1155,country_to_capital,Djibouti,Djibouti
1156,country_to_capital,Dominica,Roseau
1157,country_to_capital,Dominican Republic,Santo Domingo
1158,country_to_capital,Ecuador,Quito
1159,country_to_capital,Egypt,Cairo
1160,country_to_capital,El Salvador,San Salvador
1161,country_to_capital,Equatorial Guinea,Malabo
1162,country_to_capital,Eritrea,Asmara
1163,country_to_capital,Estonia,Tallinn
1164,country_to_capital,Eswatini,Mbabane
1165,country_to_capital,Ethiopia,Addis Ababa
1166,country_to_capital,Fiji,Suva
1167,country_to_capital,Finland,Helsinki
1168,country_to_capital,France,Paris
1169,country_to_capital,Gabon,Libreville
1170,country_to_capital,Gambia,Banjul
1171,country_to_capital,Georgia,Tbilisi
1172,country_to_capital,Germany,Berlin
1173,country_to_capital,Ghana,Accra
1174,country_to_capital,Greece,Athens
1175,country_to_capital,Grenada,Saint George's
1176,country_to_capital,Guatemala,Guatemala City
1177,country_to_capital,Guinea,Conakry
1178,country_to_capital,Guinea-Bissau,Bissau
1179,country_to_capital,Guyana,Georgetown
1180,country_to_capital,Haiti,Port-au-Prince
1181,country_to_capital,Honduras,Tegucigalpa
1182,country_to_capital,Hungary,Budapest
1183,country_to_capital,Iceland,Reykjavik
1184,country_to_capital,India,New Delhi
1185,country_to_capital,Indonesia,Jakarta
1186,country_to_capital,Iran,Tehran
1187,country_to_capital,Iraq,Baghdad
1188,country_to_capital,Ireland,Dublin
1189,country_to_capital,Israel,Jerusalem
1190,country_to_capital,Italy,Rome
1191,country_to_capital,Ivory Coast,Yamoussoukro
1192,country_to_capital,Jamaica,Kingston
1193,country_to_capital,Japan,Tokyo
1194,country_to_capital,Jordan,Amman
1195,country_to_capital,Kenya,Nairobi
1196,country_to_capital,Kiribati,Tarawa
1197,country_to_capital,Kosovo,Pristina
1198,country_to_capital,Kuwait,Kuwait City
1199,country_to_capital,Kyrgyzstan,Bishkek
1200,country_to_capital,Latvia,Riga
1201,country_to_capital,Lebanon,Beirut
1202,country_to_capital,Lesotho,Maseru
1203,country_to_capital,Liberia,Monrovia
1204,country_to_capital,Libya,Tripoli
1205,country_to_capital,Liechtenstein,Vaduz
1206,country_to_capital,Lithuania,Vilnius
1207,country_to_capital,Luxembourg,Luxembourg
1208,country_to_capital,Madagascar,Antananarivo
1209,country_to_capital,Malawi,Lilongwe
1210,country_to_capital,Malaysia,Kuala Lumpur
1211,country_to_capital,Maldives,Malé
1212,country_to_capital,Mali,Bamako
1213,country_to_capital,Malta,Valletta
1214,country_to_capital,Marshall Islands,Majuro
1215,country_to_capital,Mauritania,Nouakchott
1216,country_to_capital,Mauritius,Port Louis
1217,country_to_capital,Mexico,Mexico City
1218,country_to_capital,Micronesia,Palikir
1219,country_to_capital,Moldova,Chișinău
1220,country_to_capital,Monaco,Monaco
1221,country_to_capital,Montenegro,Podgorica
1222,country_to_capital,Morocco,Rabat
1223,country_to_capital,Mozambique,Maputo
1224,country_to_capital,Namibia,Windhoek
1225,country_to_capital,Nauru,Yaren
1226,country_to_capital,Netherlands,Amsterdam
1227,country_to_capital,New Zealand,Wellington
1228,country_to_capital,Nicaragua,Managua
1229,country_to_capital,Niger,Niamey
1230,country_to_capital,Nigeria,Abuja
1231,country_to_capital,North Korea,Pyongyang
1232,country_to_capital,North Macedonia,Skopje
1233,country_to_capital,Norway,Oslo
1234,country_to_capital,Oman,Muscat
1235,country_to_capital,Pakistan,Islamabad
1236,country_to_capital,Palau,Ngerulmud
1237,country_to_capital,Palestine,Ramallah
1238,country_to_capital,Panama,Panama City
1239,country_to_capital,Papua New Guinea,Port Moresby
1240,country_to_capital,Paraguay,Asunción
1241,country_to_capital,Philippines,Manila
1242,country_to_capital,Poland,Warsaw
1243,country_to_capital,Portugal,Lisbon
1244,country_to_capital,Qatar,Doha
1245,country_to_capital,Romania,Bucharest
1246,country_to_capital,Russia,Moscow
1247,country_to_capital,Rwanda,Kigali
1248,country_to_capital,Saint Kitts and Nevis,Basseterre
1249,country_to_capital,Saint Lucia,Castries
1250,country_to_capital,Saint Vincent and the Grenadines,Kingstown
1251,country_to_capital,Samoa,Apia
1252,country_to_capital,San Marino,San Marino
1253,country_to_capital,Sao Tome and Principe,São Tomé
1254,country_to_capital,Saudi Arabia,Riyadh
1255,country_to_capital,Senegal,Dakar
1256,country_to_capital,Serbia,Belgrade
1257,country_to_capital,Seychelles,Victoria
1258,country_to_capital,Sierra Leone,Freetown
1259,country_to_capital,Singapore,Singapore
1260,country_to_capital,Slovakia,Bratislava
1261,country_to_capital,Slovenia,Ljubljana
1262,country_to_capital,Solomon Islands,Honiara
1263,country_to_capital,Somalia,Mogadishu
1264,country_to_capital,South Africa,Pretoria
1265,country_to_capital,South Korea,Seoul
1266,country_to_capital,South Sudan,Juba
1267,country_to_capital,Spain,Madrid
1268,country_to_capital,Sudan,Khartoum
1269,country_to_capital,Suriname,Paramaribo
1270,country_to_capital,Sweden,Stockholm
1271,country_to_capital,Switzerland,Bern
1272,country_to_capital,Syria,Damascus
1273,country_to_capital,Taiwan,Taipei
1274,country_to_capital,Tajikistan,Dushanbe
1275,country_to_capital,Tanzania,Dodoma
1276,country_to_capital,Thailand,Bangkok
1277,country_to_capital,Timor-Leste,Dili
1278,country_to_capital,Togo,Lomé
1279,country_to_capital,Tonga,Nuku'alofa
1280,country_to_capital,Trinidad and Tobago,Port of Spain
1281,country_to_capital,Tunisia,Tunis
1282,country_to_capital,Turkey,Ankara
1283,country_to_capital,Turkmenistan,Ashgabat
1284,country_to_capital,Tuvalu,Funafuti
1285,country_to_capital,Uganda,Kampala
1286,country_to_capital,Ukraine,Kyiv
1287,country_to_capital,United Arab Emirates,Abu Dhabi
1288,country_to_capital,United Kingdom,London
1289,country_to_capital,Uruguay,Montevideo
1290,country_to_capital,Uzbekistan,Tashkent
1291,country_to_capital,Vanuatu,Port Vila
1292,country_to_capital,Vatican City,Vatican City
1293,country_to_capital,Vietnam,Hanoi
1294,country_to_capital,Yemen,Sana'a
1295,country_to_capital,Zambia,Lusaka
1296,country_to_capital,Zimbabwe,Harare
1297,country_to_currency,United States,Dollar
1298,country_to_currency,UAE,Dirham
1299,country_to_currency,Chile,Peso
1300,country_to_currency,Colombia,Peso
1301,country_to_currency,Peru,Sol
1302,country_to_currency,Venezuela,Bolívar
1303,country_to_currency,Sri Lanka,Rupee
1304,country_to_currency,Nepal,Rupee
1305,country_to_currency,Myanmar,Kyat
1306,country_to_currency,Cambodia,Riel
1307,country_to_currency,Laos,Kip
1308,country_to_currency,Mongolia,Tugrik
1309,country_to_currency,Kazakhstan,Tenge
1310,country_to_currency,Belarus,Ruble
1311,country_to_currency,Afghanistan,Afghani
1312,country_to_currency,Albania,Lek
1313,country_to_currency,Algeria,Dinar
1314,country_to_currency,Andorra,Euro
1315,country_to_currency,Angola,Kwanza
1316,country_to_currency,Antigua and Barbuda,East Caribbean Dollar
1317,country_to_currency,Argentina,Peso
1318,country_to_currency,Armenia,Dram
1319,country_to_currency,Australia,Australian Dollar
1320,country_to_currency,Austria,Euro
1321,country_to_currency,Azerbaijan,Manat
1322,country_to_currency,Bahamas,Dollar
1323,country_to_currency,Bahrain,Dinar
1324,country_to_currency,Bangladesh,Taka
1325,country_to_currency,Barbados,Dollar
1326,country_to_currency,Belgium,Euro
1327,country_to_currency,Belize,Dollar
1328,country_to_currency,Benin,CFA Franc
1329,country_to_currency,Bhutan,Ngultrum
1330,country_to_currency,Bolivia,Boliviano
1331,country_to_currency,Bosnia and Herzegovina,Convertible Mark
1332,country_to_currency,Botswana,Pula
1333,country_to_currency,Brazil,Real
1334,country_to_currency,Brunei,Dollar
1335,country_to_currency,Bulgaria,Lev
1336,country_to_currency,Burkina Faso,CFA Franc
1337,country_to_currency,Burundi,Franc
1338,country_to_currency,Cameroon,CFA Franc
1339,country_to_currency,Canada,Canadian Dollar
1340,country_to_currency,Cape Verde,Escudo
1341,country_to_currency,Central African Republic,CFA Franc
1342,country_to_currency,Chad,CFA Franc
1343,country_to_currency,China,Yuan
1344,country_to_currency,Comoros,Franc
1345,country_to_currency,Congo,CFA Franc
1346,country_to_currency,Costa Rica,Colón
1347,country_to_currency,Croatia,Euro
1348,country_to_currency,Cuba,Peso
1349,country_to_currency,Cyprus,Euro
1350,country_to_currency,Czech Republic,Koruna
1351,country_to_currency,Denmark,Krone
1352,country_to_currency,Djibouti,Franc
1353,country_to_currency,Dominica,East Caribbean Dollar
1354,country_to_currency,Dominican Republic,Peso
1355,country_to_currency,DR Congo,Congolese Franc
1356,country_to_currency,Ecuador,Dollar
1357,country_to_currency,Egypt,Pound
1358,country_to_currency,El Salvador,Dollar
1359,country_to_currency,Equatorial Guinea,CFA Franc
1360,country_to_currency,Eritrea,Nakfa
1361,country_to_currency,Estonia,Euro
1362,country_to_currency,Eswatini,Lilangeni
1363,country_to_currency,Ethiopia,Birr
1364,country_to_currency,Fiji,Dollar
1365,country_to_currency,Finland,Euro
1366,country_to_currency,France,Euro
1367,country_to_currency,Gabon,CFA Franc
1368,country_to_currency,Gambia,Dalasi
1369,country_to_currency,Georgia,Lari
1370,country_to_currency,Germany,Euro
1371,country_to_currency,Ghana,Cedi
1372,country_to_currency,Greece,Euro
1373,country_to_currency,Grenada,East Caribbean Dollar
1374,country_to_currency,Guatemala,Quetzal
1375,country_to_currency,Guinea,Franc
1376,country_to_currency,Guinea-Bissau,CFA Franc
1377,country_to_currency,Guyana,Dollar
1378,country_to_currency,Haiti,Gourde
1379,country_to_currency,Honduras,Lempira
1380,country_to_currency,Hungary,Forint
1381,country_to_currency,Iceland,Króna
1382,country_to_currency,India,Rupee
1383,country_to_currency,Indonesia,Rupiah
1384,country_to_currency,Iran,Rial
1385,country_to_currency,Iraq,Dinar
1386,country_to_currency,Ireland,Euro
1387,country_to_currency,Israel,Shekel
1388,country_to_currency,Italy,Euro
1389,country_to_currency,Ivory Coast,CFA Franc
1390,country_to_currency,Jamaica,Dollar
1391,country_to_currency,Japan,Yen
1392,country_to_currency,Jordan,Dinar
1393,country_to_currency,Kenya,Shilling
1394,country_to_currency,Kiribati,Australian Dollar
1395,country_to_currency,Kosovo,Euro
1396,country_to_currency,Kuwait,Dinar
1397,country_to_currency,Kyrgyzstan,Som
1398,country_to_currency,Latvia,Euro
1399,country_to_currency,Lebanon,Pound
1400,country_to_currency,Lesotho,Loti
1401,country_to_currency,Liberia,Dollar
1402,country_to_currency,Libya,Dinar
1403,country_to_currency,Liechtenstein,Swiss Franc
1404,country_to_currency,Lithuania,Euro
1405,country_to_currency,Luxembourg,Euro
1406,country_to_currency,Madagascar,Ariary
1407,country_to_currency,Malawi,Kwacha
1408,country_to_currency,Malaysia,Ringgit
1409,country_to_currency,Maldives,Rufiyaa
1410,country_to_currency,Mali,CFA Franc
1411,country_to_currency,Malta,Euro
1412,country_to_currency,Marshall Islands,US Dollar
1413,country_to_currency,Mauritania,Ouguiya
1414,country_to_currency,Mauritius,Rupee
1415,country_to_currency,Mexico,Peso
1416,country_to_currency,Micronesia,US Dollar
1417,country_to_currency,Moldova,Leu
1418,country_to_currency,Monaco,Euro
1419,country_to_currency,Montenegro,Euro
1420,country_to_currency,Morocco,Dirham
1421,country_to_currency,Mozambique,Metical
1422,country_to_currency,Namibia,Dollar
1423,country_to_currency,Nauru,Australian Dollar
1424,country_to_currency,Netherlands,Euro
1425,country_to_currency,New Zealand,Dollar
1426,country_to_currency,Nicaragua,Córdoba
1427,country_to_currency,Niger,CFA Franc
1428,country_to_currency,Nigeria,Naira
1429,country_to_currency,North Korea,Won
1430,country_to_currency,North Macedonia,Denar
1431,country_to_currency,Norway,Krone
1432,country_to_currency,Oman,Rial
1433,country_to_currency,Pakistan,Rupee
1434,country_to_currency,Palau,US Dollar
1435,country_to_currency,Palestine,Shekel
1436,country_to_currency,Panama,Balboa
1437,country_to_currency,Papua New Guinea,Kina
1438,country_to_currency,Paraguay,Guaraní
1439,country_to_currency,Philippines,Peso
1440,country_to_currency,Poland,Zloty
1441,country_to_currency,Portugal,Euro
1442,country_to_currency,Qatar,Riyal
1443,country_to_currency,Romania,Leu
1444,country_to_currency,Russia,Ruble
1445,country_to_currency,Rwanda,Franc
1446,country_to_currency,Saint Kitts and Nevis,East Caribbean Dollar
1447,country_to_currency,Saint Lucia,East Caribbean Dollar
1448,country_to_currency,Saint Vincent and the Grenadines,East Caribbean Dollar
1449,country_to_currency,Samoa,Tala
1450,country_to_currency,San Marino,Euro
1451,country_to_currency,Sao Tome and Principe,Dobra
1452,country_to_currency,Saudi Arabia,Riyal
1453,country_to_currency,Senegal,CFA Franc
1454,country_to_currency,Serbia,Dinar
1455,country_to_currency,Seychelles,Rupee
1456,country_to_currency,Sierra Leone,Leone
1457,country_to_currency,Singapore,Dollar
1458,country_to_currency,Slovakia,Euro
1459,country_to_currency,Slovenia,Euro
1460,country_to_currency,Solomon Islands,Dollar
1461,country_to_currency,Somalia,Shilling
1462,country_to_currency,South Africa,Rand
1463,country_to_currency,South Korea,Won
1464,country_to_currency,South Sudan,Pound
1465,country_to_currency,Spain,Euro
1466,country_to_currency,Sudan,Pound
1467,country_to_currency,Suriname,Dollar
1468,country_to_currency,Sweden,Krona
1469,country_to_currency,Switzerland,Swiss Franc
1470,country_to_currency,Syria,Pound
1471,country_to_currency,Taiwan,Dollar
1472,country_to_currency,Tajikistan,Somoni
1473,country_to_currency,Tanzania,Shilling
1474,country_to_currency,Thailand,Baht
1475,country_to_currency,Timor-Leste,US Dollar
1476,country_to_currency,Togo,CFA Franc
1477,country_to_currency,Tonga,Pa'anga
1478,country_to_currency,Trinidad and Tobago,Dollar
1479,country_to_currency,Tunisia,Dinar
1480,country_to_currency,Turkey,Lira
1481,country_to_currency,Turkmenistan,Manat
1482,country_to_currency,Tuvalu,Australian Dollar
1483,country_to_currency,Uganda,Shilling
1484,country_to_currency,Ukraine,Hryvnia
1485,country_to_currency,United Arab Emirates,Dirham
1486,country_to_currency,United Kingdom,Pound
1487,country_to_currency,Uruguay,Peso
1488,country_to_currency,Uzbekistan,Som
1489,country_to_currency,Vanuatu,Vatu
1490,country_to_currency,Vatican City,Euro
1491,country_to_currency,Vietnam,Dong
1492,country_to_currency,Yemen,Rial
1493,country_to_currency,Zambia,Kwacha
1494,country_to_currency,Zimbabwe,Dollar
1495,last_letter,the cat went up the tree,e
1496,last_letter,elephants are cool,l
1497,last_letter,beautiful morning sunshine,e
1498,last_letter,running through the forest,t
1499,last_letter,amazing journey ahead,d
1500,last_letter,quickly jumping over fences,s
1501,last_letter,wonderful day for walking,g
1502,last_letter,sitting by the ocean,n
1503,last_letter,laughing with friends,s
1504,last_letter,dancing in the moonlight,t
1505,last_letter,purple flowers blooming everywhere,e
1506,last_letter,velvet curtains hanging gracefully,y
1507,last_letter,mountain peaks touching clouds,s
1508,last_letter,children playing in park,k
1509,last_letter,orange sunset over hills,s
1510,last_letter,friendly neighborhood gathering together,r
1511,last_letter,gentle breeze flowing softly,y
1512,last_letter,kind words spoken warmly,y
1513,last_letter,joyful celebration with everyone,e
1514,last_letter,happy memories being made,e
1515,last_letter,incredible adventure awaits you,u
1516,last_letter,zebras running across plains,s
1517,last_letter,young birds learning flight,t
